"site_alt_plotgroup_id","site_alt_id","site","alt","plotgroup","long","lat","year","tempjja_ts_5","tempjja_ts_10","tempjja_ts_15","tempjja_ts_20","tempjja_ts_30","tempmax_ts_5","tempmax_ts_10","tempmax_ts_15","tempmax_ts_20","tempmax_ts_30","tempmin_ts_5","tempmin_ts_10","tempmin_ts_15","tempmin_ts_20","tempmin_ts_30","tempcont_ts_5","tempcont_ts_10","tempcont_ts_15","tempcont_ts_20","tempcont_ts_30","precipjja_ts_5","precipjja_ts_10","precipjja_ts_15","precipjja_ts_20","precipjja_ts_30","precipjfmam_ts_5","precipjfmam_ts_10","precipjfmam_ts_15","precipjfmam_ts_20","precipjfmam_ts_30","precipmam_ts_5","precipmam_ts_10","precipmam_ts_15","precipmam_ts_20","precipmam_ts_30","inclin_down","inclin_dir","twi_90m","ndwi","tcws","sri","ndvi","compet","taxon","cover","tri"
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,0,"Betula nana",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,14.1666666666667,"Cassiope tetragona",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,0.5,"Empetrum nigrum",0.546666666666667,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,0,"Rhododendron groenlandicum",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,0,"Rhododendron tomentosum",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,14.1666666666667,"Phyllodoce caerulea",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,0,"Salix glauca",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,14.1666666666667,"Salix arctophila",0,0.421260461706155
"1_100_1","1_100",1,100,1,-51.803553,64.2341815,2011,10.4383593877157,10.2231832822164,10.0674881140391,9.65598737796148,9.43655030462477,11.8622994422913,11.3497217655182,11.1135226885478,10.8046046972275,10.6599616845449,-10.9279055118561,-11.9717344999313,-12.396498187383,-13.5961317896843,-14.187832347552,22.7902049541473,23.3214562654495,23.5100208759308,24.4007364869118,24.8477940320969,180.785422623158,163.004074960947,206.185683445136,200.215286979079,215.243406460683,255.276302909851,213.43795620203,314.916734842459,298.601031914353,269.345878382524,126.691019392014,105.35993052721,126.211735522747,129.86397613585,128.192669294278,17.3333333333333,225.5,5.4136118888855,-0.208218663930893,-1330.17181299648,0.934781196950166,0.269649371504784,0,"Vaccinium uliginosum",0.02,0.421260461706155
"1_100_2","1_100",1,100,2,-51.8124391666667,64.239302,2011,10.5006971359253,10.2865680906508,10.130393547482,9.71996907658047,9.50014147405271,11.9320322672526,11.4193046251933,11.1758206897312,10.8658954938253,10.7190329233805,-10.6962154070536,-11.7511475721995,-12.170492055681,-13.3733748674393,-13.9669634977976,22.6282476743062,23.1704521973928,23.3463127454122,24.2392703612645,24.6859964211782,183.682739218076,165.299794272582,209.41731379562,203.126832173268,218.331772670481,254.511598825455,213.149462246895,314.884216454294,298.863638017575,269.344695268737,126.872307173411,105.563595231374,126.581517031458,130.260334795713,128.362735243638,25.8333333333333,206.833333333333,4.79982074101766,-0.16206785539786,-1476.60760961022,0.843364443689873,0.325544506311417,1.83333333333333,"Betula nana",0,0.48559767106713
