"site_alt_plotgroup_id","site_alt_id","site","alt","plotgroup","plot","long","lat","year","tempjja_ts_5","tempjja_ts_10","tempjja_ts_15","tempjja_ts_20","tempjja_ts_30","tempmax_ts_5","tempmax_ts_10","tempmax_ts_15","tempmax_ts_20","tempmax_ts_30","tempmin_ts_5","tempmin_ts_10","tempmin_ts_15","tempmin_ts_20","tempmin_ts_30","tempcont_ts_5","tempcont_ts_10","tempcont_ts_15","tempcont_ts_20","tempcont_ts_30","precipjja_ts_5","precipjja_ts_10","precipjja_ts_15","precipjja_ts_20","precipjja_ts_30","precipjfmam_ts_5","precipjfmam_ts_10","precipjfmam_ts_15","precipjfmam_ts_20","precipjfmam_ts_30","precipmam_ts_5","precipmam_ts_10","precipmam_ts_15","precipmam_ts_20","precipmam_ts_30","inclin_down","inclin_dir","twi_90m","ndwi","tcws","sri","ndvi","compet","taxon","cover","tri"
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,5,"Betula nana",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,23,"Cassiope tetragona",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,5,"Empetrum nigrum",0.72,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,0,"Rhododendron groenlandicum",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,0,"Rhododendron tomentosum",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,23,"Phyllodoce caerulea",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,0,"Salix glauca",0.2,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,23,"Salix arctophila",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P145",-51.78662,64.239329,2011,10.348875395457,10.1313472906748,9.97608149846395,9.56795950730642,9.35237725045946,11.7635095596313,11.2619020462036,11.0215599695841,10.7146334171295,10.5764782905579,-11.0671887397766,-12.1319188594818,-12.5594464937846,-13.7624957799912,-14.3510135173798,22.830698299408,23.3938209056854,23.5810064633687,24.4771291971207,24.9274918079376,179.577326047421,161.828352230787,204.729583656788,198.560824212432,213.594893143574,252.671540021896,211.66061296463,313.084432864189,296.734793716669,267.464860435327,125.229357719421,104.326596260071,125.018516739209,128.619145303965,126.891345862548,12,184,6.6572413444519,-0.0609660111367702,-1171.62024559471,0.933085406416588,0.419130355119705,5,"Vaccinium uliginosum",0,0.280882142927424
"1_20_1","1_20",1,20,1,"P146",-51.78671,64.239268,2011,10.3425697008769,10.1248583952586,9.96992521286011,9.56149190266927,9.34562476476034,11.7560823440552,11.2523182868958,11.0147099177043,10.7080118656158,10.5702210108439,-11.1033623695374,-12.1474879741669,-12.5728618303935,-13.772787976265,-14.3589456717173,22.8594447135925,23.3998062610626,23.5875717480977,24.4807998418808,24.9291666825612,179.831389224529,162.063001149893,205.030547138055,198.87812448442,213.920423068603,252.999291706085,211.888289403915,313.334641909599,296.991466003656,267.720085799694,125.444859981537,104.479992818832,125.200576663017,128.803282409906,127.07732069095,16,115,6.62946510314941,-0.143067955970764,-1240.75776321155,0.915566347116605,0.336942344903946,0,"Betula nana",0,0.417294610530571
